placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,info,tuesday,wednesday,thursday,friday,saturday,sunday,monday,isBlackOwned,attributes,error
"https://www.google.com/maps/place/Fall+General+Surgery,+LLC/data=!4m7!3m6!1s0x52ae53dfc7a52455:0xfcd3d54f7d30a41e!8m2!3d46.7989998!4d-92.0779158!16s%2Fg%2F11pxm2x9yq!19sChIJVSSlx99TrlIRHqQwfU_V0_w","Fall General Surgery, LLC",,,Medical clinic,"1420 London Rd Ste 101, Duluth, MN 55805, United States","QWXC+HR Duluth, Minnesota, USA",https://www.fallgeneralsurgery.com/,+1 877-244-2734,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JEaNiRUvE-e5noGxgJjs_g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=128.94763&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Duluth+MN/@46.7844571,-92.1055411,14z",2025-12-16T22:58:44.038Z,,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 am,Closed,Closed,Closed,8 am–4:30 pm,,,
"https://www.google.com/maps/place/Jessica+Marie+Titus,+MD/data=!4m7!3m6!1s0x52ae53dac5416057:0xc10c058b51992e53!8m2!3d46.7929846!4d-92.094929!16s%2Fg%2F11szff8fks!19sChIJV2BBxdpTrlIRUy6ZUYsFDME","Jessica Marie Titus, MD",3.0,2,Vascular surgeon,"402 E 2nd St, Duluth, MN 55805, United States","QWV4+52 Duluth, Minnesota, USA",https://www.essentiahealth.org/find-doctor-provider/jessica-titus?utm_source=pg-google&utm_medium=organic&utm_campaign=pg-listings,+1 218-786-8318,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP42LCMo0s7A9s2pa-e6dr_qwF_kOt6pzrG2WJ-=w426-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Duluth+MN/@46.7844571,-92.1055411,14z",2025-12-16T22:58:48.772Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Vein+Clinic+PA+-+Duluth/data=!4m7!3m6!1s0x52afb32bdd94068d:0x8e6adc02bce6ed10!8m2!3d46.8093282!4d-92.1648986!16s%2Fg%2F1hm3bvbsx!19sChIJjQaU3Suzr1IREO3mvALcao4,Vein Clinic PA - Duluth,,,,"1804 Maple Grove Rd, Duluth, MN 55811, United States","RR5P+P2 Duluth, Minnesota, USA",,+1 218-302-6040,Permanently closed,https://lh3.googleusercontent.com/p/AF1QipOy3DJZUWcQFgz_7uuUqIl_JSneqt1_b3Tglrin=w408-h305-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Duluth+MN/@46.7844571,-92.1055411,14z",2025-12-16T22:58:53.659Z,,,,,,,,,,,
https://www.google.com/maps/place/One+Agora+Integrative+Health+Clinic/data=!4m7!3m6!1s0x87f624febd51501b:0x74804de15547e7b8!8m2!3d44.8363432!4d-93.3023041!16s%2Fg%2F11gblf0bb9!19sChIJG1BRvf4k9ocRuOdHVeFNgHQ,One Agora Integrative Health Clinic,4.4,37,Medical clinic,"9220 James Ave S, Bloomington, MN 55431, United States","RMPX+G3 Bloomington, Minnesota, USA",https://www.oneagorahealth.com/?utm_source=GBP&utm_medium=organic&utm_campaign=GoogleBusinessProfile,+1 952-234-5898,"Open · Closes 6 pm

Confirmed by this business 11 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwPBDZ8ikT71IVbBdipAqz47RajbGDzaIxIPcg_-U5nnPId1HDThCJFctJi24aFlbuG5a_lj0mAxgYBPALTzwm4LSHqKdeicy3BY5dsuvdFEtXdRhsO4f5_rjuNx3r9VVST8Lek=w426-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Bloomington+MN/@44.840798,-93.2982799,14z",2025-12-16T22:59:10.098Z,,9 am–6 pm,9 am–4 pm,8 am–4 pm,9 am–1 pm,Closed,Closed,9 am–6 pm,,,
"https://www.google.com/maps/place/Michael+J.+Cumming,+MD,+MBA/data=!4m7!3m6!1s0x52b334bd9dc9ee85:0x2e65040e8f6f872d!8m2!3d44.8623084!4d-93.3331465!16s%2Fg%2F1ydpvbhzv!19sChIJhe7Jnb00s1IRLYdvjw4EZS4","Michael J. Cumming, MD, MBA",5.0,24,Radiologist,"4100 Minnesota Dr Suite 310, Edina, MN 55435, United States","VM68+WP Edina, Minnesota, USA",https://viemn.com/,+1 952-838-0650,Closes soon · 5 pm · Opens 7 am Wed,https://lh3.googleusercontent.com/p/AF1QipMZ9jUxkfue-q2rX_QhS95p6n7Xl0I0XDFFHtAb=w408-h306-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Bloomington+MN/@44.840798,-93.2982799,14z",2025-12-16T22:59:14.928Z,,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,,,
https://www.google.com/maps/place/Retina+Consultants+of+Minnesota+-+Edina/data=!4m7!3m6!1s0x87f624120a57cbf1:0xe27a2bf7893edc3d!8m2!3d44.8642846!4d-93.3254348!16s%2Fg%2F1tg_m5kz!19sChIJ8ctXChIk9ocRPdw-ifcreuI,Retina Consultants of Minnesota - Edina,4.8,247,Ophthalmology clinic,"3601 W 76th St STE 300, Edina, MN 55435, United States","VM7F+PR Edina, Minnesota, USA",https://www.retinamn.com/retina-centers/edina,+1 952-929-1131,Closed · Opens 7:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipOBBlEz63GwZ871d6vth7uacjMrODr2M3u7SKV_=w507-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Bloomington+MN/@44.840798,-93.2982799,14z",2025-12-16T22:59:19.995Z,LGBTQ+ friendly,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,Closed,Closed,7:30 am–4 pm,,,
https://www.google.com/maps/place/LX+Aesthetics/data=!4m7!3m6!1s0x87f62520248d9f6b:0x957bc21081784fac!8m2!3d44.863574!4d-93.3381263!16s%2Fg%2F11x8gpm59s!19sChIJa5-NJCAl9ocRrE94gRDCe5U,LX Aesthetics,,,Medical spa,"4550 W 77th St Suite 283, Edina, MN 55435, United States","VM76+CP Edina, Minnesota, USA",https://lx-aesthetics.com/,+1 651-565-9633,Closed · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipNRt-Ji8mwpoQMNB8jg0IMbkVuY-F3IUjip3Dnv=w427-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Bloomington+MN/@44.840798,-93.2982799,14z",2025-12-16T22:59:24.601Z,,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,,,
https://www.google.com/maps/place/Allina+Health+Minneapolis+Heart+Institute+Surgery+Center+%E2%80%93+Centennial+Lakes+%28Edina%29/data=!4m7!3m6!1s0x87f625c4e1627b59:0xf5b378a6d0195e51!8m2!3d44.8690814!4d-93.3274969!16s%2Fg%2F11tf2vhk2s!19sChIJWXti4cQl9ocRUV4Z0KZ4s_U,Allina Health Minneapolis Heart Institute Surgery Center – Centennial Lakes (Edina),5.0,4,Surgical center,"7373 France Ave S STE 404, Edina, MN 55435, United States","VM9F+J2 Edina, Minnesota, USA",https://account.allinahealth.org/locations/1985,+1 952-428-4280,Closes soon · 5 pm · Opens 7 am Wed,https://lh3.googleusercontent.com/p/AF1QipObmWi5fFoP7yd1S_yubwWacSW4ER1EIE9Rp3tr=w426-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Bloomington+MN/@44.840798,-93.2982799,14z",2025-12-16T22:59:29.600Z,,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,,,
"https://www.google.com/maps/place/American+Red+Cross+Blood,+Platelet+and+Plamsa+Donation+Center/data=!4m7!3m6!1s0x87f625172807ca79:0x71d7ddf1ae2d03e5!8m2!3d44.8250989!4d-93.286241!16s%2Fg%2F1tcx7kw3!19sChIJecoHKBcl9ocR5QMtrvHd13E","American Red Cross Blood, Platelet and Plamsa Donation Center",4.8,30,Blood donation center,"505 W 98th St, Bloomington, MN 55420, United States","RPG7+2G Bloomington, Minnesota, USA",https://www.redcrossblood.org/local-homepage/location/bloomington-american-red-cross-1.html?utm_source=GMBlisting&utm_medium=organic,+1 800-733-2767,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwPQ4N3hD345DIFF6ksxxmc31og9aP_6yFBnu0xgAl236I1NNivuV4gjUKh8pNQnT2-VQRDT2td7pJtDbSBB2Nc0hRmS9EFYJG4Cuvg3vDF_rndrwjDkdRYB7j__2ZRSwcZEGKcOw=w408-h306-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Bloomington+MN/@44.840798,-93.2982799,14z",2025-12-16T22:59:34.550Z,,11 am–7 pm,7:30 am–3:30 pm,Closed,7 am–3 pm,7 am–3 pm,7 am–3 pm,12–8 pm,,,
"https://www.google.com/maps/place/Margaret+Faust,+PA-C/@44.8840161,-93.3244905,17z/data=!3m1!4b1!4m6!3m5!1s0x87f62750d45d1893:0xf6e2b91e54529fe1!8m2!3d44.8840161!4d-93.3244905!16s%2Fg%2F11rr2ysf0d","Margaret Faust, PA-C",5.0,9,Physician assistant,"3400 W 66th St #265, Edina, MN 55435, United States","VMMG+J6 Edina, Minnesota, USA",https://www.afzalclinics.com/,+1 612-789-8346,Closed · Opens 8 am Wed,,false,"https://www.google.com/maps/search/vein+clinics+in+Bloomington+MN/@44.840798,-93.2982799,14z",2025-12-16T22:59:41.318Z,,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,,,
"https://www.google.com/maps/place/Dr.+Meaghan+Kirschling,+DC,+APRN,+RN,+MS,+CCN/data=!4m7!3m6!1s0x87f624febd51501b:0x21d68ba2f3302202!8m2!3d44.8362763!4d-93.3024075!16s%2Fg%2F11gblg3k3_!19sChIJG1BRvf4k9ocRAiIw86KL1iE","Dr. Meaghan Kirschling, DC, APRN, RN, MS, CCN",5.0,2,Nurse practitioner,"9220 James Ave S, Bloomington, MN 55431, United States","RMPX+G2 Bloomington, Minnesota, USA",http://oneagorahealth.com/,+1 952-681-2157,Open · Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eBafophVCln1gmcZ5Pf2mg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=267.89575&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Bloomington+MN/@44.840798,-93.2982799,14z",2025-12-16T22:59:46.206Z,,2–6 pm,9 am–4 pm,8 am–12 pm,9 am–12 pm,Closed,Closed,8 am–6 pm,,,
https://www.google.com/maps/place/The+VEIN+Specialists/data=!4m7!3m6!1s0x880b7084ba3127f7:0x751cdd2175694936!8m2!3d40.4896621!4d-88.9092254!16s%2Fg%2F1ttdnkm5!19sChIJ9ycxuoRwC4gRNklpdSHdHHU,The VEIN Specialists,4.8,5,Medical clinic,"3302 Gerig Dr, Bloomington, IL 61704, United States","F3QR+V8 Bloomington, Illinois, USA",http://www.ilveins.com/,+1 309-862-4000,Closes soon · 5 pm · Opens 8:30 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=90cm2sx2kVstF1ZvNGmO-w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=9.662143&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Bloomington+MN/@44.840798,-93.2982799,14z",2025-12-16T22:59:50.976Z,,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,,,
"https://www.google.com/maps/place/Skin+Care+Doctors,+P.A.,+Edina,+MN/data=!4m7!3m6!1s0x87f6241ac04767bd:0x5358ab41f26e3a41!8m2!3d44.8690942!4d-93.3274398!16s%2Fg%2F1vgw95fc!19sChIJvWdHwBok9ocRQTpu8kGrWFM","Skin Care Doctors, P.A., Edina, MN",4.5,85,Dermatologist,"7373 France Ave S STE 304, Edina, MN 55435, United States","VM9F+J2 Edina, Minnesota, USA",http://www.skincaredrs.com/,+1 952-224-5712,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Mw35Z8IeIbf6BC0ivSvzDA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=63.71911&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Bloomington+MN/@44.840798,-93.2982799,14z",2025-12-16T22:59:56.075Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,
https://www.google.com/maps/place/Skin+Artisans+at+Edina+Plastic+Surgery/data=!4m7!3m6!1s0x87f626a516bd23cf:0xa30f21d9f5d240c9!8m2!3d44.884951!4d-93.327201!16s%2Fg%2F1tnpf_gw!19sChIJzyO9FqUm9ocRyUDS9dkhD6M,Skin Artisans at Edina Plastic Surgery,4.9,387,Medical spa,"6525 France Ave S Suite 305, Edina, MN 55435, United States","VMMF+X4 Edina, Minnesota, USA",https://skinartisans.com/,+1 952-592-6022,Closes soon · 5:30 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPoRe5Mm1IU4YLZtTj9JTdduefHX8GYIXof-Vmz=w408-h272-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Bloomington+MN/@44.840798,-93.2982799,14z",2025-12-16T23:00:01.056Z,LGBTQ+ friendly,8 am–5:30 pm,8 am–5 pm,8 am–5:30 pm,8 am–4 pm,Closed,Closed,8 am–5:30 pm,,,
https://www.google.com/maps/place/Aurora+Aesthetics/data=!4m7!3m6!1s0x87f7d50a91021b6b:0xaf48e28d701cd5e6!8m2!3d44.7943811!4d-93.2197965!16s%2Fg%2F11v733c446!19sChIJaxsCkQrV94cR5tUccI3iSK8,Aurora Aesthetics,5.0,17,Medical spa,"4450 Erin Dr Suite 100 C, Eagan, MN 55122, United States","QQVJ+Q3 Eagan, Minnesota, USA",https://auroraaestheticsmn.com/,+1 952-262-1661,Open · Closes 8 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H_oflxZN2bVc68eOJDYTbQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=120.391815&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Bloomington+MN/@44.840798,-93.2982799,14z",2025-12-16T23:00:05.854Z,,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,,,
https://www.google.com/maps/place/CSL+Plasma/data=!4m7!3m6!1s0x87f624f7e42e7a69:0xefb22db5003b9fd1!8m2!3d44.8394508!4d-93.3095855!16s%2Fg%2F11b741v0gz!19sChIJaXou5Pck9ocR0Z87ALUtsu8,CSL Plasma,2.9,246,Blood donation center,"9056 Penn Ave S, Bloomington, MN 55431, United States","RMQR+Q5 Bloomington, Minnesota, USA",https://www.cslplasma.com/center/127,+1 952-392-4541,Open · Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipNFDWiI_K2SFbLS0jgNNOVC21SbywrsnPLApvzc=w426-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Bloomington+MN/@44.840798,-93.2982799,14z",2025-12-16T23:00:10.709Z,,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,8 am–4 pm,Closed,7 am–7 pm,,,
"https://www.google.com/maps/place/Grace+Johnson,+APE,+CLT/data=!4m7!3m6!1s0x87f6270ac84a6d05:0x808302f1e7608ee1!8m2!3d44.8840539!4d-93.3219334!16s%2Fg%2F11gr61fqqq!19sChIJBW1KyAon9ocR4Y5g5_ECg4A","Grace Johnson, APE, CLT",5.0,20,Skin care clinic,"3316 W 66th St #120, Edina, MN 55435, United States","VMMH+J6 Edina, Minnesota, USA",http://www.dermspecpa.com/,+1 952-927-7793,Closed · Opens 7 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6oI1k7iZLD7mWqF7-XrNig&cb_client=search.gws-prod.gps&w=408&h=240&yaw=18.736292&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Bloomington+MN/@44.840798,-93.2982799,14z",2025-12-16T23:00:15.685Z,,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–4 pm,Closed,Closed,7 am–5 pm,,,
https://www.google.com/maps/place/Point+Laser+and+Aesthetics/data=!4m7!3m6!1s0x87f624a555c81d5f:0xeb9fc9f4d03f200c!8m2!3d44.8116331!4d-93.3290544!16s%2Fg%2F11f15kbmh6!19sChIJXx3IVaUk9ocRDCA_0PTJn-s,Point Laser and Aesthetics,,,Skin care clinic,"10611 France Ave S # 201, Bloomington, MN 55431, United States","RM6C+M9 Bloomington, Minnesota, USA",,+1 952-479-4733,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kRMR4Q_tVmwoVc4aqsTowg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=269.66098&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Bloomington+MN/@44.840798,-93.2982799,14z",2025-12-16T23:00:18.389Z,,,,,,,,,,,
https://www.google.com/maps/place/M+Health+Fairview+Vein+Clinic/data=!4m7!3m6!1s0x52b347fe10922f39:0xbab2e18ab90e8fea!8m2!3d45.0987013!4d-93.4408456!16s%2Fg%2F11bv1phg7z!19sChIJOS-SEP5Hs1IR6o8OuYrhsro,M Health Fairview Vein Clinic,3.4,5,Medical clinic,"12680 Arbor Lakes Pkwy N, Maple Grove, MN 55369, United States","3HX5+FM Maple Grove, Minnesota, USA",https://www.mhealthfairview.org/locations/M-Health-Fairview-Vein-Clinic-Maple-Grove,+1 763-488-8346,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=p-zsH7Y98WMffY7qujCdYA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=160.34814&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Bloomington+MN/@44.840798,-93.2982799,14z",2025-12-16T23:00:23.177Z,,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,,,
https://www.google.com/maps/place/Sedona+Laser+Center/data=!4m7!3m6!1s0x87f626af56d5d3c1:0x1ff28dc4443dab28!8m2!3d44.8801122!4d-93.3306071!16s%2Fg%2F1tg3bnqh!19sChIJwdPVVq8m9ocRKKs9RMSN8h8,Sedona Laser Center,4.5,14,Laser hair removal service,"6800 France Ave S #145, Edina, MN 55435, United States","VMJ9+2Q Edina, Minnesota, USA",,+1 952-929-4404,Closes soon · 6 pm · Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iqdFASb2VtjiOC8hyE0TXA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=4.6483207&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Bloomington+MN/@44.840798,-93.2982799,14z",2025-12-16T23:00:28.101Z,,9 am–6 pm,9 am–7 pm,7 am–7 pm,7 am–7 pm,9 am–3 pm,Closed,9 am–6 pm,,,
https://www.google.com/maps/place/One+Stop+Medical+Center/data=!4m7!3m6!1s0x87f626a50e149907:0xd9a68a73f7292286!8m2!3d44.8849506!4d-93.3276681!16s%2Fg%2F1tgcsfwx!19sChIJB5kUDqUm9ocRhiIp93OKptk,One Stop Medical Center,3.8,6,Medical clinic,"6545 France Ave S #480, Edina, MN 55435, United States","VMMC+XW Edina, Minnesota, USA",http://www.procedureclinic.com/,+1 888-992-0019,Closed · Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zTsidlno2CJy8tC05pMoew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=190.09355&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Bloomington+MN/@44.840798,-93.2982799,14z",2025-12-16T23:00:32.965Z,,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,Closed,,,
https://www.google.com/maps/place/The+DRIPBaR+-+Edina/data=!4m7!3m6!1s0x87f625066d6efab5:0xbbf235d9d0061d48!8m2!3d44.8755738!4d-93.3256118!16s%2Fg%2F11tsdmygzr!19sChIJtfpubQYl9ocRSB0G0Nk18rs,The DRIPBaR - Edina,5.0,180,IV therapy service,"3515 W 70th St, Edina, MN 55435, United States","VMGF+6Q Edina, Minnesota, USA",http://thedripbar.com/edina,+1 612-429-6822,Closes soon · 6 pm · Opens 10 am Wed,https://lh3.googleusercontent.com/p/AF1QipMdmP8uyPhVNmEDEXHum7FVtH8nJVG2VOpoZj72=w408-h306-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Bloomington+MN/@44.840798,-93.2982799,14z",2025-12-16T23:00:37.944Z,Identifies as women-owned,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–4 pm,11 am–3 pm,10 am–6 pm,,,
https://www.google.com/maps/place/Dermatology+Specialists/data=!4m7!3m6!1s0x87f626a309dc824b:0x798b24b170f96c4e!8m2!3d44.8840622!4d-93.3222074!16s%2Fg%2F1vv2st19!19sChIJS4LcCaMm9ocRTmz5cLEki3k,Dermatology Specialists,4.3,501,Dermatologist,"3316 W 66th St #200, Edina, MN 55435, United States","VMMH+J4 Edina, Minnesota, USA",https://www.dermspecpa.com/,+1 952-920-3808,"Closed · Opens 7 am Wed

Updated by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNVhgy2zNsNtODH8xhamd06ssAww1ZOk_nsZBoI=w570-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Bloomington+MN/@44.840798,-93.2982799,14z",2025-12-16T23:00:43.574Z,,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–4 pm,Closed,Closed,7 am–5 pm,,,
"https://www.google.com/maps/place/Sharon+Sanchez,+LPN,+LSO/data=!4m7!3m6!1s0x87f62735eba8168f:0x11ad77c65a058fa9!8m2!3d44.8840539!4d-93.3219334!16s%2Fg%2F11gmw3dkf8!19sChIJjxao6zUn9ocRqY8FWsZ3rRE","Sharon Sanchez, LPN, LSO",5.0,67,Skin care clinic,"3316 W 66th St #120, Edina, MN 55435, United States","VMMH+J6 Edina, Minnesota, USA",http://www.dermspecpa.com/,+1 952-927-7793,Closed · Opens 7 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6oI1k7iZLD7mWqF7-XrNig&cb_client=search.gws-prod.gps&w=408&h=240&yaw=18.736292&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Bloomington+MN/@44.840798,-93.2982799,14z",2025-12-16T23:00:49.082Z,,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4 pm,Closed,Closed,7 am–4:30 pm,,,
"https://www.google.com/maps/place/Ricardo+Vasquez,+MD-Vascular+Center+%26+Vein+Clinic/data=!4m7!3m6!1s0x886c671e617dfe7d:0x2ae376f576260d3f!8m2!3d39.1604754!4d-86.5426464!16s%2Fg%2F1tg6qw3x!19sChIJff59YR5nbIgRPw0mdvV24yo","Ricardo Vasquez, MD-Vascular Center & Vein Clinic",4.1,46,Doctor,"815 W 2nd St, Bloomington, IN 47403, United States","5F64+5W Bloomington, Indiana, USA",http://vascularcenterandveinclinic.com/,+1 812-336-6008,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMZw3wRNmaDGtXae5RZmiWP2_EUm1FrmxywXVOD=w408-h275-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Bloomington+MN/@44.840798,-93.2982799,14z",2025-12-16T23:01:01.289Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,
,,,,,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Plymouth+MN/@45.0105194,-93.4555093,14z",2025-12-16T23:01:09.795Z,,,,,,,,,,,No new results found
https://www.google.com/maps/place/Vein+Center:+Bolton+Smith+Jody+MD/data=!4m7!3m6!1s0x52b45e630c4e911d:0xf86198c24e83687!8m2!3d45.5877909!4d-94.2037135!16s%2Fg%2F113fcx_3w!19sChIJHZFODGNetFIRhzboJIwZhg8,Vein Center: Bolton Smith Jody MD,,,Doctor,"2351 Connecticut Ave S # 120, Sartell, MN 56377, United States","HQQW+4G Sartell, Minnesota, USA",,+1 320-257-8346,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=F7iSYgs8Iuh33wEaWO7dgA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=2.6502879&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+St.+Cloud+MN/@45.5579451,-94.1632404,14z",2025-12-16T23:01:20.619Z,,,,,,,,,,,
https://www.google.com/maps/place/Midwest+Clinic+of+Dermatology/data=!4m7!3m6!1s0x52b45e472cc42d0f:0xc0593b3fa410e1a5!8m2!3d45.5778024!4d-94.1851105!16s%2Fg%2F1tz95d5d!19sChIJDy3ELEdetFIRpeEQpD87WcA,Midwest Clinic of Dermatology,4.4,126,Dermatologist,"1510 24th Ave N, St Cloud, MN 56303, United States","HRH7+4X St Cloud, Minnesota, USA",http://www.mcdlcs.com/,+1 320-259-0208,Closed · Opens 7:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipO96zZ8LsQQQNpKOXy681zng1HK4vmVYx1AWbAk=w602-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+St.+Cloud+MN/@45.5579451,-94.1632404,14z",2025-12-16T23:01:25.509Z,,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,8 am–2 pm,Closed,Closed,7:30 am–4:30 pm,,,
https://www.google.com/maps/place/Vein+Center:+Leighton+Danielle+MD/data=!4m7!3m6!1s0x52b45e630c4e911d:0x54812c6a70d11b32!8m2!3d45.5877909!4d-94.2037135!16s%2Fg%2F113jgs07z!19sChIJHZFODGNetFIRMhvRcGosgVQ,Vein Center: Leighton Danielle MD,,,Doctor,"2351 Connecticut Ave S # 120, Sartell, MN 56377, United States","HQQW+4G Sartell, Minnesota, USA",,+1 320-257-8346,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=F7iSYgs8Iuh33wEaWO7dgA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=2.6502879&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+St.+Cloud+MN/@45.5579451,-94.1632404,14z",2025-12-16T23:01:28.522Z,,,,,,,,,,,
https://www.google.com/maps/place/Centracare+-+Midsota+Med+Spa/data=!4m7!3m6!1s0x52b45f8b8c90bbb5:0x4e7068118c5f5996!8m2!3d45.5739815!4d-94.2038795!16s%2Fg%2F11fsz0vzk_!19sChIJtbuQjItftFIRlllfjBFocE4,Centracare - Midsota Med Spa,,,Skin care clinic,"3701 12th St N STE 100, St Cloud, MN 56303, United States","HQFW+HC St Cloud, Minnesota, USA",https://midsota.centracare.com/medspa/,+1 320-253-7257,,https://lh3.googleusercontent.com/p/AF1QipMRohHm4RpTAuALgHt61WRRu3bMhc5RWdw79haJ=w408-h252-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+St.+Cloud+MN/@45.5579451,-94.1632404,14z",2025-12-16T23:01:31.188Z,,,,,,,,,,,
